timestamp,office_from_id,route_id,horizon,volume,manual_volume,small_trucks,medium_trucks,large_trucks,manual_small,manual_medium,manual_large
2025-05-30 12:30:00,1,587,2h,203,169.66666666666666,10,9,4,9,8,3
2025-05-30 14:30:00,1,587,4h,233,215.26666666666668,13,11,4,11,10,4
2025-05-30 12:30:00,1,599,2h,143,127.38333333333334,7,6,3,8,6,2
2025-05-30 14:30:00,1,599,4h,169,162.86111111111111,9,8,3,8,8,3
2025-05-30 12:30:00,1,610,2h,110,87.06666666666666,6,5,2,5,3,2
2025-05-30 14:30:00,1,610,4h,124,103.71111111111111,7,6,2,5,5,2
2025-05-30 12:30:00,1,641,2h,251,220.39444444444445,13,13,4,12,10,4
2025-05-30 14:30:00,1,641,4h,282,254.64444444444445,15,13,5,12,12,5
2025-05-30 12:30:00,1,663,2h,74,82.98333333333333,4,4,1,4,3,2
2025-05-30 14:30:00,1,663,4h,82,96.02222222222223,4,3,2,5,4,2
2025-05-30 12:30:00,1,671,2h,82,73.3,4,3,2,4,4,1
2025-05-30 14:30:00,1,671,4h,94,91.61666666666666,5,4,2,4,4,2
2025-05-30 12:30:00,1,673,2h,116,97.63888888888889,6,6,2,4,5,2
2025-05-30 14:30:00,1,673,4h,139,121.6,7,6,3,7,6,2
2025-05-30 12:30:00,1,680,2h,143,118.43333333333334,7,6,3,6,6,2
2025-05-30 14:30:00,1,680,4h,164,144.71666666666667,8,8,3,8,6,3
2025-05-30 12:30:00,1,698,2h,76,70.22777777777777,3,3,2,4,4,1
2025-05-30 14:30:00,1,698,4h,77,84.53888888888889,3,3,2,5,3,2
2025-05-30 12:30:00,1,706,2h,244,211.26111111111112,13,12,4,11,10,4
2025-05-30 14:30:00,1,706,4h,275,251.86666666666667,14,13,5,13,13,4
2025-05-30 12:30:00,1,718,2h,43,36.827777777777776,2,2,1,2,1,1
2025-05-30 14:30:00,1,718,4h,55,45.638888888888886,2,3,1,2,2,1
2025-05-30 12:30:00,1,722,2h,114,104.96111111111111,5,6,2,5,5,2
2025-05-30 14:30:00,1,722,4h,126,133.10555555555555,8,6,2,7,7,2
2025-05-30 12:30:00,1,742,2h,72,72.58333333333333,4,4,1,4,4,1
2025-05-30 14:30:00,1,742,4h,81,77.13333333333334,4,3,2,3,3,2
2025-05-30 12:30:00,1,747,2h,151,117.0,7,7,3,6,6,2
2025-05-30 14:30:00,1,747,4h,170,138.9,9,8,3,7,6,3
2025-05-30 12:30:00,1,765,2h,117,106.49444444444444,6,6,2,6,5,2
2025-05-30 14:30:00,1,765,4h,128,131.78333333333333,8,6,2,7,7,2
2025-05-30 12:30:00,1,766,2h,82,74.94444444444444,4,3,2,3,3,2
2025-05-30 14:30:00,1,766,4h,93,86.21666666666667,5,4,2,5,3,2
2025-05-30 12:30:00,1,770,2h,183,162.61111111111111,10,9,3,8,8,3
2025-05-30 14:30:00,1,770,4h,214,196.4388888888889,11,10,4,9,9,4
2025-05-30 12:30:00,1,786,2h,140,128.08333333333334,7,6,3,8,6,2
2025-05-30 14:30:00,1,786,4h,172,163.16666666666666,10,8,3,8,8,3
2025-05-30 12:30:00,1,820,2h,100,95.91666666666667,6,4,2,5,4,2
2025-05-30 14:30:00,1,820,4h,108,113.16666666666667,6,5,2,5,6,2
2025-05-30 12:30:00,1,835,2h,86,79.77222222222223,5,3,2,4,3,2
2025-05-30 14:30:00,1,835,4h,87,88.65,5,3,2,4,4,2
2025-05-30 12:30:00,1,857,2h,92,101.97222222222223,4,4,2,5,5,2
2025-05-30 14:30:00,1,857,4h,111,125.64444444444445,6,5,2,8,6,2
2025-05-30 12:30:00,1,887,2h,80,87.85555555555555,4,3,2,5,3,2
2025-05-30 14:30:00,1,887,4h,98,102.43333333333334,4,5,2,5,5,2
2025-05-30 12:30:00,1,888,2h,79,68.18333333333334,4,3,2,3,4,1
2025-05-30 14:30:00,1,888,4h,93,82.14444444444445,5,4,2,4,3,2
2025-05-30 12:30:00,1,893,2h,91,77.9888888888889,4,4,2,3,3,2
2025-05-30 14:30:00,1,893,4h,106,97.72222222222223,5,5,2,4,5,2
2025-05-30 12:30:00,1,899,2h,95,103.66666666666667,5,4,2,5,5,2
2025-05-30 14:30:00,1,899,4h,114,125.13888888888889,5,6,2,8,6,2
2025-05-30 12:30:00,1,937,2h,38,38.166666666666664,1,2,1,1,2,1
2025-05-30 14:30:00,1,937,4h,45,41.73888888888889,2,2,1,2,2,1
2025-05-30 12:30:00,1,965,2h,192,177.88333333333333,10,10,3,9,9,3
2025-05-30 14:30:00,1,965,4h,212,213.18333333333334,11,10,4,11,10,4
2025-05-30 12:30:00,1,988,2h,117,99.70555555555555,6,6,2,6,4,2
2025-05-30 14:30:00,1,988,4h,117,116.92777777777778,6,6,2,6,6,2
2025-05-30 12:30:00,2,6,2h,17,13.183333333333334,2,1,0,1,1,0
2025-05-30 14:30:00,2,6,4h,18,14.622222222222222,2,1,0,2,1,0
2025-05-30 12:30:00,2,88,2h,25,16.27777777777778,2,0,1,2,1,0
2025-05-30 14:30:00,2,88,4h,25,13.983333333333333,2,0,1,2,1,0
2025-05-30 12:30:00,2,129,2h,19,11.4,1,0,1,1,1,0
2025-05-30 14:30:00,2,129,4h,20,12.866666666666667,1,0,1,1,1,0
2025-05-30 12:30:00,2,288,2h,23,24.183333333333334,1,0,1,2,0,1
2025-05-30 14:30:00,2,288,4h,25,25.18888888888889,2,0,1,2,0,1
2025-05-30 12:30:00,2,303,2h,54,39.28888888888889,4,2,1,3,1,1
2025-05-30 14:30:00,2,303,4h,63,42.97222222222222,4,3,1,4,1,1
2025-05-30 12:30:00,2,467,2h,60,65.69444444444444,5,2,1,5,3,1
2025-05-30 14:30:00,2,467,4h,67,67.72222222222223,5,3,1,5,3,1
2025-05-30 12:30:00,2,485,2h,62,47.31666666666667,4,3,1,3,2,1
2025-05-30 14:30:00,2,485,4h,64,51.022222222222226,4,3,1,4,2,1
2025-05-30 12:30:00,2,492,2h,22,17.666666666666668,1,0,1,2,1,0
2025-05-30 14:30:00,2,492,4h,24,18.08888888888889,2,0,1,2,1,0
2025-05-30 12:30:00,2,507,2h,44,49.36666666666667,4,1,1,3,2,1
2025-05-30 14:30:00,2,507,4h,48,53.46111111111111,3,2,1,4,2,1
2025-05-30 12:30:00,2,634,2h,46,29.094444444444445,4,1,1,3,2,0
2025-05-30 14:30:00,2,634,4h,56,32.166666666666664,5,2,1,3,2,0
2025-05-30 12:30:00,2,652,2h,17,25.272222222222222,2,1,0,2,2,0
2025-05-30 14:30:00,2,652,4h,18,25.233333333333334,2,1,0,2,2,0
2025-05-30 12:30:00,2,653,2h,35,38.37777777777778,2,1,1,3,1,1
2025-05-30 14:30:00,2,653,4h,39,40.46111111111111,3,1,1,3,1,1
2025-05-30 12:30:00,2,666,2h,41,24.655555555555555,3,1,1,2,2,0
2025-05-30 14:30:00,2,666,4h,46,27.77777777777778,4,3,0,3,2,0
2025-05-30 12:30:00,2,670,2h,17,14.772222222222222,2,1,0,2,1,0
2025-05-30 14:30:00,2,670,4h,18,16.211111111111112,2,1,0,2,1,0
2025-05-30 12:30:00,2,681,2h,34,34.138888888888886,2,1,1,2,1,1
2025-05-30 14:30:00,2,681,4h,38,39.53888888888889,3,1,1,3,1,1
2025-05-30 12:30:00,2,801,2h,42,33.61666666666667,4,1,1,2,1,1
2025-05-30 14:30:00,2,801,4h,49,35.577777777777776,3,2,1,2,1,1
2025-05-30 12:30:00,2,814,2h,21,13.75,1,2,0,1,1,0
2025-05-30 14:30:00,2,814,4h,20,12.083333333333334,1,0,1,1,1,0
2025-05-30 12:30:00,2,886,2h,33,35.772222222222226,2,1,1,2,1,1
2025-05-30 14:30:00,2,886,4h,37,34.74444444444445,2,1,1,2,1,1
2025-05-30 12:30:00,3,26,2h,49,49.26111111111111,3,2,1,3,2,1
2025-05-30 14:30:00,3,26,4h,47,52.077777777777776,1,3,1,2,3,1
2025-05-30 12:30:00,3,49,2h,39,36.38333333333333,1,2,1,2,1,1
2025-05-30 14:30:00,3,49,4h,43,42.0,2,2,1,2,2,1
2025-05-30 12:30:00,3,111,2h,56,39.53333333333333,3,3,1,1,2,1
2025-05-30 14:30:00,3,111,4h,64,53.888888888888886,2,4,1,2,3,1
2025-05-30 12:30:00,3,112,2h,76,53.327777777777776,3,3,2,2,3,1
2025-05-30 14:30:00,3,112,4h,78,60.03333333333333,3,3,2,3,3,1
2025-05-30 12:30:00,3,119,2h,42,33.63333333333333,2,2,1,2,1,1
2025-05-30 14:30:00,3,119,4h,45,35.733333333333334,2,2,1,2,1,1
2025-05-30 12:30:00,3,202,2h,120,97.24444444444444,6,6,2,4,5,2
2025-05-30 14:30:00,3,202,4h,123,107.82222222222222,7,6,2,4,6,2
2025-05-30 12:30:00,3,209,2h,91,68.47222222222223,4,4,2,3,4,1
2025-05-30 14:30:00,3,209,4h,89,73.0,4,4,2,4,4,1
2025-05-30 12:30:00,3,269,2h,46,55.28888888888889,2,2,1,2,3,1
2025-05-30 14:30:00,3,269,4h,50,68.82777777777778,3,2,1,3,4,1
2025-05-30 12:30:00,3,305,2h,58,42.25,3,3,1,2,2,1
2025-05-30 14:30:00,3,305,4h,60,47.82222222222222,3,3,1,3,2,1
2025-05-30 12:30:00,3,410,2h,111,76.99444444444444,4,6,2,3,3,2
2025-05-30 14:30:00,3,410,4h,120,88.9,6,6,2,4,4,2
2025-05-30 12:30:00,3,421,2h,44,33.49444444444445,2,2,1,2,1,1
2025-05-30 14:30:00,3,421,4h,46,34.827777777777776,2,2,1,2,1,1
2025-05-30 12:30:00,3,475,2h,14,8.366666666666667,0,0,1,0,1,0
2025-05-30 14:30:00,3,475,4h,13,9.688888888888888,1,1,0,1,1,0
2025-05-30 12:30:00,3,552,2h,73,53.5,4,4,1,2,3,1
2025-05-30 14:30:00,3,552,4h,76,60.68333333333333,3,3,2,4,3,1
2025-05-30 12:30:00,3,575,2h,27,26.08888888888889,2,2,0,2,2,0
2025-05-30 14:30:00,3,575,4h,29,31.094444444444445,1,1,1,1,1,1
2025-05-30 12:30:00,3,606,2h,40,26.522222222222222,1,2,1,2,2,0
2025-05-30 14:30:00,3,606,4h,42,27.994444444444444,2,2,1,1,1,1
2025-05-30 12:30:00,3,612,2h,65,52.22222222222222,3,4,1,2,3,1
2025-05-30 14:30:00,3,612,4h,66,55.394444444444446,3,4,1,2,3,1
2025-05-30 12:30:00,3,614,2h,28,21.522222222222222,1,1,1,1,2,0
2025-05-30 14:30:00,3,614,4h,28,22.2,1,1,1,1,2,0
2025-05-30 12:30:00,3,661,2h,87,64.21666666666667,3,4,2,2,4,1
2025-05-30 14:30:00,3,661,4h,98,80.36666666666666,4,5,2,4,3,2
2025-05-30 12:30:00,3,686,2h,17,22.316666666666666,0,0,1,1,2,0
2025-05-30 14:30:00,3,686,4h,18,27.616666666666667,0,0,1,2,2,0
2025-05-30 12:30:00,3,713,2h,89,58.416666666666664,4,4,2,3,3,1
2025-05-30 14:30:00,3,713,4h,88,66.92777777777778,4,4,2,3,4,1
2025-05-30 12:30:00,3,736,2h,81,73.91666666666667,4,5,1,4,4,1
2025-05-30 14:30:00,3,736,4h,81,81.56666666666666,4,5,1,4,5,1
2025-05-30 12:30:00,3,751,2h,21,18.405555555555555,1,2,0,0,0,1
2025-05-30 14:30:00,3,751,4h,21,18.466666666666665,1,2,0,0,0,1
2025-05-30 12:30:00,3,778,2h,24,23.45,2,2,0,2,2,0
2025-05-30 14:30:00,3,778,4h,26,23.86111111111111,2,2,0,2,2,0
2025-05-30 12:30:00,3,808,2h,76,52.9,3,3,2,2,3,1
2025-05-30 14:30:00,3,808,4h,80,59.46111111111111,4,3,2,3,3,1
2025-05-30 12:30:00,3,852,2h,37,35.45,2,1,1,2,1,1
2025-05-30 14:30:00,3,852,4h,40,39.455555555555556,1,2,1,1,2,1
2025-05-30 12:30:00,3,947,2h,68,50.25,3,4,1,3,2,1
2025-05-30 14:30:00,3,947,4h,77,65.25,3,3,2,3,4,1
2025-05-30 12:30:00,3,975,2h,59,41.672222222222224,3,3,1,2,2,1
2025-05-30 14:30:00,3,975,4h,61,45.21666666666667,2,4,1,2,2,1
2025-05-30 12:30:00,4,29,2h,37,88.78888888888889,2,1,1,6,3,2
2025-05-30 14:30:00,4,29,4h,47,99.41111111111111,3,2,1,8,3,2
2025-05-30 12:30:00,4,183,2h,8,3.283333333333333,0,1,0,1,0,0
2025-05-30 14:30:00,4,183,4h,9,6.533333333333333,0,1,0,0,1,0
2025-05-30 12:30:00,4,193,2h,9,29.616666666666667,0,1,0,1,1,1
2025-05-30 14:30:00,4,193,4h,9,13.805555555555555,0,1,0,1,1,0
2025-05-30 12:30:00,4,642,2h,28,69.99444444444444,1,1,1,4,2,2
2025-05-30 14:30:00,4,642,4h,29,73.4888888888889,1,1,1,6,1,2
2025-05-30 12:30:00,4,830,2h,21,56.483333333333334,1,0,1,3,1,2
2025-05-30 14:30:00,4,830,4h,35,48.96111111111111,2,1,1,3,2,1
2025-05-30 12:30:00,4,930,2h,16,22.488888888888887,2,1,0,1,0,1
2025-05-30 14:30:00,4,930,4h,29,32.76111111111111,3,0,1,2,1,1
2025-05-30 12:30:00,4,949,2h,36,104.02777777777777,2,1,1,9,3,2
2025-05-30 14:30:00,4,949,4h,34,88.06666666666666,2,1,1,6,3,2
2025-05-30 12:30:00,5,381,2h,147,160.0222222222222,12,6,2,13,7,2
2025-05-30 14:30:00,5,381,4h,139,162.72222222222223,11,6,2,12,6,3
2025-05-30 12:30:00,5,387,2h,140,98.68333333333334,11,6,2,8,3,2
2025-05-30 14:30:00,5,387,4h,109,85.65,8,4,2,7,4,1
2025-05-30 12:30:00,5,566,2h,207,175.34444444444443,17,8,3,14,6,3
2025-05-30 14:30:00,5,566,4h,173,178.90555555555557,14,6,3,15,6,3
2025-05-30 12:30:00,5,809,2h,56,92.48333333333333,5,2,1,8,4,1
2025-05-30 14:30:00,5,809,4h,64,93.21666666666667,6,2,1,7,3,2
2025-05-30 12:30:00,6,170,2h,47,42.62777777777778,3,2,1,2,2,1
2025-05-30 14:30:00,6,170,4h,46,47.19444444444444,2,2,1,3,2,1
2025-05-30 12:30:00,6,248,2h,117,101.39444444444445,8,5,2,6,4,2
2025-05-30 14:30:00,6,248,4h,123,106.97222222222223,7,4,3,6,5,2
2025-05-30 12:30:00,6,546,2h,119,88.67777777777778,8,5,2,4,4,2
2025-05-30 14:30:00,6,546,4h,126,95.81666666666666,6,5,3,5,4,2
2025-05-30 12:30:00,6,555,2h,33,52.77777777777778,2,1,1,2,3,1
2025-05-30 14:30:00,6,555,4h,34,54.81666666666667,2,1,1,2,3,1
2025-05-30 12:30:00,6,557,2h,26,36.388888888888886,2,2,0,2,1,1
2025-05-30 14:30:00,6,557,4h,29,40.81666666666667,1,1,1,3,1,1
2025-05-30 12:30:00,6,629,2h,72,64.1,4,2,2,4,3,1
2025-05-30 14:30:00,6,629,4h,75,67.17777777777778,3,3,2,3,2,2
2025-05-30 12:30:00,6,659,2h,46,36.32222222222222,2,2,1,2,1,1
2025-05-30 14:30:00,6,659,4h,44,39.03333333333333,2,2,1,1,2,1
2025-05-30 12:30:00,6,704,2h,98,74.17777777777778,6,4,2,3,3,2
2025-05-30 14:30:00,6,704,4h,105,81.27777777777777,5,5,2,4,3,2
2025-05-30 12:30:00,6,862,2h,115,90.45555555555555,7,5,2,4,4,2
2025-05-30 14:30:00,6,862,4h,119,92.31666666666666,8,5,2,4,4,2
2025-05-30 12:30:00,6,921,2h,97,81.78888888888889,5,4,2,4,3,2
2025-05-30 14:30:00,6,921,4h,102,88.27777777777777,5,5,2,4,4,2
2025-05-30 12:30:00,7,23,2h,35,24.622222222222224,2,1,1,2,0,1
2025-05-30 14:30:00,7,23,4h,40,27.31111111111111,3,1,1,2,2,0
2025-05-30 12:30:00,7,57,2h,28,22.844444444444445,1,1,1,1,0,1
2025-05-30 14:30:00,7,57,4h,33,24.461111111111112,2,1,1,2,0,1
2025-05-30 12:30:00,7,173,2h,12,11.544444444444444,1,1,0,1,1,0
2025-05-30 14:30:00,7,173,4h,15,11.855555555555556,0,0,1,1,1,0
2025-05-30 12:30:00,7,198,2h,17,13.5,2,1,0,1,1,0
2025-05-30 14:30:00,7,198,4h,20,15.227777777777778,1,0,1,0,0,1
2025-05-30 12:30:00,7,229,2h,23,20.8,1,0,1,1,0,1
2025-05-30 14:30:00,7,229,4h,29,22.716666666666665,1,1,1,1,0,1
2025-05-30 12:30:00,7,452,2h,28,21.794444444444444,1,1,1,1,0,1
2025-05-30 14:30:00,7,452,4h,33,23.3,2,1,1,2,0,1
2025-05-30 12:30:00,7,586,2h,11,8.205555555555556,1,1,0,0,1,0
2025-05-30 14:30:00,7,586,4h,13,8.272222222222222,1,1,0,0,1,0
2025-05-30 12:30:00,7,725,2h,26,20.36111111111111,2,2,0,1,0,1
2025-05-30 14:30:00,7,725,4h,32,23.211111111111112,3,2,0,2,0,1
2025-05-30 12:30:00,7,821,2h,21,13.911111111111111,1,0,1,0,0,1
2025-05-30 14:30:00,7,821,4h,24,14.422222222222222,2,0,1,0,0,1
2025-05-30 12:30:00,7,839,2h,12,11.094444444444445,1,1,0,1,1,0
2025-05-30 14:30:00,7,839,4h,15,12.083333333333334,0,0,1,1,1,0
2025-05-30 12:30:00,7,867,2h,13,12.15,1,1,0,1,1,0
2025-05-30 14:30:00,7,867,4h,17,13.805555555555555,2,1,0,1,1,0
2025-05-30 12:30:00,7,915,2h,33,26.7,2,1,1,2,2,0
2025-05-30 14:30:00,7,915,4h,39,28.177777777777777,3,1,1,1,1,1
2025-05-30 12:30:00,7,944,2h,12,8.494444444444444,1,1,0,0,1,0
2025-05-30 14:30:00,7,944,4h,15,10.105555555555556,0,0,1,1,1,0
2025-05-30 12:30:00,8,225,2h,58,111.87777777777778,3,3,1,7,5,2
2025-05-30 14:30:00,8,225,4h,67,145.98333333333332,3,2,2,8,6,3
2025-05-30 12:30:00,8,322,2h,113,99.72777777777777,7,5,2,6,4,2
2025-05-30 14:30:00,8,322,4h,114,93.33333333333333,7,5,2,5,4,2
2025-05-30 12:30:00,8,603,2h,183,239.32777777777778,10,9,3,14,11,4
2025-05-30 14:30:00,8,603,4h,201,269.8611111111111,11,9,4,15,12,5
2025-05-30 12:30:00,8,635,2h,126,162.88333333333333,8,6,2,10,7,3
2025-05-30 14:30:00,8,635,4h,134,182.03333333333333,7,5,3,10,9,3
2025-05-30 12:30:00,8,637,2h,59,107.02777777777777,3,3,1,6,5,2
2025-05-30 14:30:00,8,637,4h,67,134.17222222222222,3,2,2,7,5,3
2025-05-30 12:30:00,8,685,2h,104,84.2,5,5,2,5,3,2
2025-05-30 14:30:00,8,685,4h,106,76.28888888888889,5,5,2,5,4,1
2025-05-30 12:30:00,8,881,2h,73,140.16666666666666,4,4,1,7,6,3
2025-05-30 14:30:00,8,881,4h,82,170.32222222222222,4,3,2,10,8,3
2025-05-30 12:30:00,9,102,2h,94,112.15,5,4,2,7,5,2
2025-05-30 14:30:00,9,102,4h,85,104.34444444444445,5,5,1,7,4,2
2025-05-30 12:30:00,9,464,2h,92,112.72222222222223,6,5,1,7,5,2
2025-05-30 14:30:00,9,464,4h,98,111.23333333333333,8,5,1,7,5,2
2025-05-30 12:30:00,10,1,2h,157,136.48333333333332,11,8,2,8,7,2
2025-05-30 14:30:00,10,1,4h,153,140.48333333333332,10,8,2,9,7,2
2025-05-30 12:30:00,10,19,2h,123,132.13888888888889,9,5,2,9,6,2
2025-05-30 14:30:00,10,19,4h,134,136.0222222222222,9,6,2,8,7,2
2025-05-30 12:30:00,10,24,2h,45,50.083333333333336,2,2,1,3,2,1
2025-05-30 14:30:00,10,24,4h,48,47.666666666666664,3,2,1,3,2,1
2025-05-30 12:30:00,10,44,2h,25,21.52777777777778,2,2,0,1,0,1
2025-05-30 14:30:00,10,44,4h,29,27.833333333333332,1,1,1,1,1,1
2025-05-30 12:30:00,10,53,2h,18,19.02777777777778,2,1,0,1,0,1
2025-05-30 14:30:00,10,53,4h,20,22.483333333333334,1,0,1,1,2,0
2025-05-30 12:30:00,10,65,2h,46,49.34444444444444,2,2,1,3,2,1
2025-05-30 14:30:00,10,65,4h,51,51.78888888888889,4,2,1,4,2,1
2025-05-30 12:30:00,10,75,2h,77,74.67777777777778,5,4,1,5,4,1
2025-05-30 14:30:00,10,75,4h,79,81.42222222222222,6,4,1,6,4,1
2025-05-30 12:30:00,10,82,2h,100,99.7,6,4,2,6,4,2
2025-05-30 14:30:00,10,82,4h,106,96.28888888888889,7,4,2,7,5,1
2025-05-30 12:30:00,10,92,2h,25,26.877777777777776,2,2,0,2,2,0
2025-05-30 14:30:00,10,92,4h,31,29.766666666666666,3,2,0,1,1,1
2025-05-30 12:30:00,10,118,2h,127,109.82222222222222,8,6,2,8,4,2
2025-05-30 14:30:00,10,118,4h,129,116.41111111111111,8,6,2,8,5,2
2025-05-30 12:30:00,10,144,2h,28,22.127777777777776,1,1,1,1,0,1
2025-05-30 14:30:00,10,144,4h,30,25.227777777777778,1,1,1,2,2,0
2025-05-30 12:30:00,10,148,2h,114,102.22777777777777,7,5,2,7,4,2
2025-05-30 14:30:00,10,148,4h,121,113.37222222222222,7,6,2,7,5,2
2025-05-30 12:30:00,10,154,2h,160,225.38888888888889,11,8,2,15,11,3
2025-05-30 14:30:00,10,154,4h,149,193.17777777777778,11,7,2,13,9,3
2025-05-30 12:30:00,10,165,2h,45,46.833333333333336,2,2,1,3,2,1
2025-05-30 14:30:00,10,165,4h,48,48.19444444444444,3,2,1,3,2,1
2025-05-30 12:30:00,10,169,2h,173,132.64444444444445,12,9,2,9,6,2
2025-05-30 14:30:00,10,169,4h,194,145.96666666666667,13,9,3,10,7,2
2025-05-30 12:30:00,10,178,2h,100,87.83888888888889,6,4,2,7,4,1
2025-05-30 14:30:00,10,178,4h,100,93.17777777777778,6,4,2,7,5,1
2025-05-30 12:30:00,10,197,2h,133,114.16666666666667,9,6,2,7,5,2
2025-05-30 14:30:00,10,197,4h,140,121.33888888888889,9,7,2,9,5,2
2025-05-30 12:30:00,10,200,2h,99,85.93333333333334,6,4,2,7,4,1
2025-05-30 14:30:00,10,200,4h,105,89.83888888888889,7,4,2,6,5,1
2025-05-30 12:30:00,10,234,2h,107,77.91111111111111,8,4,2,5,4,1
2025-05-30 14:30:00,10,234,4h,109,75.47777777777777,8,4,2,5,4,1
2025-05-30 12:30:00,10,242,2h,55,47.55555555555556,4,2,1,3,2,1
2025-05-30 14:30:00,10,242,4h,66,59.6,5,3,1,3,3,1
2025-05-30 12:30:00,10,266,2h,35,49.5,2,1,1,3,2,1
2025-05-30 14:30:00,10,266,4h,40,51.78333333333333,3,1,1,4,2,1
2025-05-30 12:30:00,10,277,2h,82,94.95555555555555,6,4,1,7,5,1
2025-05-30 14:30:00,10,277,4h,85,93.51666666666667,7,4,1,7,5,1
2025-05-30 12:30:00,10,289,2h,10,7.277777777777778,1,1,0,0,1,0
2025-05-30 14:30:00,10,289,4h,11,10.444444444444445,1,1,0,1,1,0
2025-05-30 12:30:00,10,315,2h,110,113.41111111111111,8,6,1,7,5,2
2025-05-30 14:30:00,10,315,4h,124,116.44444444444444,9,5,2,8,5,2
2025-05-30 12:30:00,10,337,2h,137,136.9611111111111,10,6,2,10,6,2
